time(ms),A0,A1,A2,A3,A4,A5,A6,D5,D6,D9,D10,D11
0,366,370,393,407,369,414,0,0,0,0,0
100,370,377,388,390,378,398,0,0,0,0,0
200,370,375,382,382,377,387,0,0,0,0,0
300,368,372,377,378,375,381,0,0,0,0,0
400,366,369,374,375,372,376,0,0,0,0,0
500,363,366,371,373,369,372,0,0,0,0,0
600,361,364,368,370,367,369,0,0,0,0,0
700,359,362,367,369,365,367,0,0,0,0,0
800,357,361,365,367,363,365,0,0,0,0,0
900,356,359,364,365,361,363,0,0,0,0,0
1000,354,358,362,363,359,361,0,0,0,0,0
1100,353,356,360,361,357,360,0,0,0,0,0
1200,352,355,359,360,356,359,0,0,0,0,0
1300,351,354,359,359,355,357,0,0,0,0,0
1400,350,353,357,358,354,356,0,0,0,0,0
1500,349,352,356,357,353,355,0,0,0,0,0
1600,348,352,356,357,352,355,0,0,0,0,0
1700,348,351,355,356,352,354,0,0,0,0,0
1800,347,351,355,356,351,353,0,0,0,0,0
1900,347,351,354,355,351,353,0,0,0,0,0
2000,346,350,354,355,350,353,0,0,0,0,0
2100,346,350,353,354,350,352,0,0,0,0,0
2200,346,350,353,354,350,352,0,0,0,0,0
2300,346,349,353,354,349,352,0,0,0,0,0
2400,345,349,352,353,349,351,0,0,0,0,0
2500,345,349,353,353,349,351,0,0,0,0,0
2600,345,349,352,353,349,351,0,0,0,0,0
2700,345,348,352,353,348,350,0,0,0,0,0
2800,345,348,352,353,348,351,0,0,0,0,0
2900,344,348,352,353,348,350,0,0,0,0,0
3000,344,348,351,352,348,350,0,0,0,0,0
3100,344,348,352,352,348,350,0,0,0,0,0
3200,344,348,351,352,347,350,0,0,0,0,0
3300,344,347,351,352,347,350,0,0,0,0,0
3400,344,348,351,352,348,350,0,0,0,0,0
3500,344,347,351,352,347,350,0,0,0,0,0
3600,344,347,351,352,347,350,0,0,0,0,0
3700,344,347,351,352,347,350,0,0,0,0,0
3800,344,347,351,352,347,350,0,0,0,0,0
3900,343,347,351,351,347,349,0,0,0,0,0
4000,344,347,351,352,348,351,0,0,0,1023,0
4100,343,347,351,352,348,350,0,0,0,1023,0
4200,343,347,351,351,347,349,0,0,0,1023,0
4300,343,347,351,352,347,349,0,0,0,1023,0
4400,343,347,350,351,346,349,0,0,0,1023,0
4500,343,347,351,351,347,349,0,0,0,1023,0
4600,343,347,350,351,346,349,0,0,0,1023,0
