time(ms),A0,A1,A2,A3,A4,A5,A6,D5,D6,D9,D10,D110,369,371,396,411,370,415,0,0,0,0,0
20,373,380,391,392,380,398,0,0,0,0,0
40,372,377,382,381,378,387,0,0,0,0,0
60,369,372,375,375,375,379,0,0,0,0,0
80,364,367,369,370,371,374,0,0,0,0,0
100,360,362,364,366,367,368,0,0,0,0,0
120,355,357,360,362,363,363,0,0,0,0,0
140,351,353,356,357,358,358,0,0,0,0,0
160,347,349,351,353,354,354,0,0,0,0,0
180,343,345,347,349,349,349,0,0,0,0,0
200,339,341,343,345,345,345,0,0,0,0,0
220,335,337,339,341,341,341,0,0,0,0,0
240,331,333,336,337,337,338,0,0,0,0,0
260,328,330,332,333,334,334,0,0,0,0,0
280,324,326,329,330,330,330,0,0,0,0,0
300,320,323,325,326,327,327,0,0,0,0,0
320,318,320,322,323,323,323,0,0,0,0,0
340,314,317,319,320,320,320,0,0,0,0,0
360,311,314,316,317,317,317,0,0,0,0,0
380,308,311,313,314,314,314,0,0,0,0,0
400,306,308,310,311,311,311,0,0,0,0,0
420,303,305,307,308,308,309,0,0,0,0,0
440,300,303,305,306,306,306,0,0,0,0,0
460,298,300,302,304,303,303,0,0,0,0,0
480,296,298,300,301,301,301,0,0,0,0,0
500,293,296,298,299,298,299,0,0,0,0,0
520,291,294,296,296,296,296,0,0,0,0,0
540,289,291,293,294,294,294,0,0,0,0,0
560,287,289,291,292,291,292,0,0,0,0,0
580,285,287,289,290,290,290,0,0,0,0,0
600,283,285,287,288,288,288,0,0,0,0,0
620,281,283,285,286,286,286,0,0,0,0,0
640,279,281,283,284,284,284,0,0,0,0,0
660,277,280,282,282,282,282,0,0,0,0,0
680,276,278,280,281,280,280,0,0,0,0,0
700,274,277,279,279,279,279,0,0,0,0,0
720,273,275,277,278,277,277,0,0,0,0,0
740,271,274,276,276,276,276,0,0,0,0,0
760,270,273,274,275,274,275,0,0,0,0,0
780,269,271,273,274,273,273,0,0,0,0,0
800,267,270,272,272,271,272,0,0,0,0,0
820,266,269,270,271,270,271,0,0,0,0,0
840,265,267,269,270,269,270,0,0,0,0,0
860,264,267,268,269,268,269,0,0,0,0,0
880,263,266,267,268,267,267,0,0,0,0,0
900,262,265,266,267,266,267,0,0,0,0,0
920,261,264,265,266,265,266,0,0,0,0,0
940,260,263,264,265,264,265,0,0,0,0,0
960,259,262,264,264,263,264,0,0,0,0,0
980,258,261,263,263,262,263,0,0,0,0,0
1000,257,260,262,262,261,262,0,0,0,0,0
1020,257,259,261,261,260,261,0,0,0,0,0
